482450AF4BF0A3EB8430CF736839ECB72642B17857C75FAA777F02E3F24756EF 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
514772638DF8A2A0C12F35951E4067333DC6FDC91729929E00A1D0AD347FD2A0 13033 7867 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
514CCBFDE7AA49CF6C780743889F754098CB9CA030EDAEB583DCEB3C284691C9 11052 2994 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
515355BCBD98DF50A4224784C8742DB30ABB16E1162D17EDF47658165C49731F 688 121 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
517C597794A1B5520AAB7B7F35BC7F71480BACEAC905882254B2A412707C9185 22733 8449 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
51898643ACEBC717EDAFDA74D6B6BB3B6077DD1AE93E7738B1FD03A0A2683A8C 3764 1782 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
51A678FE3CC3FE6AE43BE969F227AC545268D20294B6E37F3C43725B784AFE40 11079 3009 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
51A706E063FA44C50255C962BE91CD11A18B514565A205CC6B68AFEA55A00FA5 11945 3325 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
51AA0CDCD75DCB240513BD5D2ADFD87B61CBB6F70865DA31C4C03A4B6A725784 11158 3084 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
1208D809523E6B368BB75DBD839AFD2B0298E15AC376D44481D2D68A5A47510E 8730 4278 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
12121E71E86D09C72E20EC22B610A9420C76A0927A27F076039EFFD829BC15F6 12156 3731 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
12204DB8EA809E389F3B6E6BD0DAC03C9916AF3F76C588459E81BB4FA7666C99 18746 6495 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
12273944FF3BE7A84B2D6F39EBB71F7EFCD475D98B8D24FF5F81E375FE60F49F 10462 2770 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
122D20FD223A1D3DFE841E3157BBB85140F4F73620DBB92BD2031D21C1A8C6AB 12334 3226 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
123156B4EEB4E32FD4F5FE3EB5B5B3E5E56C6BCEA492370EFF1D7B52704FC549 13306 3942 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
12356975038E1FC2AEAA0D73C32CC88E75C8FBA5697EE8B3B27E60D5CB365DD6 11566 3301 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
12358169BBB5E9ED92B87C3EB7F48B1EE5C36F2750D767F7DE9E3B0C2E77A18E 748 133 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
587075FDF1C76E99746C33400B5751F5C6A0F29779CFA8D6D15BE1142BC8908D 854 78 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
587E40E8D31FC5C4C9088D6D780357E92B8C238C6FEE714C51232FBCF2184CF2 20514 7025 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
588457D3C0B7D677773EED39AD3993E80D478540B62CC985C745A58EE81B2258 10618 2914 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
589D85CE69D7964463D458C9F6399B3BE7D634B69E44C5AC61C98A01B4E198F0 23513 7764 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
58A82B0DA6EB9B0DC39F37A1CC83ACF2115926B93F2EE88A2EB4370BE2F77AA3 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
58ACFBE9DE127B7ECBE2035FB7188045C7A0CCF1481E7830DE951DC7432B26C2 67751 41977 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
58AEF9CA31DF6B2F155C765794C26CDF2DC4273F2182B778329C5AF14098B91D 980 244 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
58B40A5EFA5FFBB072F4833A391FBFBAD06A1A05DCF5B513836B15B2BC63E6A7 24862 19228 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
58BBF0902C9FCF36B534E7E78C341E24CCEAE1AF011D9A03CDE431D647788BA3 1107 64 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
58CDA573AB000134B0D38E9A1A4B025BC276123678731CFA4DCFF3CC5662C03F 23986 8496 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
58ED59B667A34E2EEDEB117C955798E18CD4C18C38BF5EA75F508946707C80E1 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
CC2CA37EE0BE04E7188F96136FAF4E724656D54FE261A353A8E7C28A9D2CBD35 11861 3451 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
CC2F9676EC16ACF5D11BC86D99E839E5BC5B3AA0FFD5BC43BF7DBE70F51C0180 12624 3851 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
CC41453BE18134CFB134B34821FBA543DEE298AC395FB612DFDF9BC9A5964153 18806 7577 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
CC4EE44870C623D8B6F5E930BF8DA3EC317BC7D7FEE5DE2F8BEA49DB0D5AD2DB 13035 7869 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
CC5A3DB442EA78500C2D52489726DB40497DA29680216A04B74FC5962DFE37BD 11294 3224 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
CC638F4D333EC366F53FDFF488EF1D58E1A6641669E4D0139766B14C4EC547BC 911 330 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
CC684315A85BC00F06028C8C3CF1278BF5EBFF36D23267F6637107E34F74CFA4 477 137 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
CC795494931B02D15CDAA5B7F009DCFF6440D015A56A457AD6C12958F333EA17 11030 2972 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
CC7A37F1DD10703F30C6A29F14D41331D02A94BF13EE86EFF04139EB42A51BBD 18721 6155 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
D81DBA03100BEDCA63B5014DABB7AC0A0DFEA1635D0A9AFA13BE59761F26FCF0 238 20 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
D89532134AB3E39C132BDB6C42E740039BDB62E77B1BE8B818F7937D73FA8AD6 1053 474 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
D94A8D39CC8FEA1707A3EE167E9C9A1CBE92667813CE84231135798DE7613DEC 704 344 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
D9BE6666E8BBFB6A6AF766AEF0EC84629A4B6C3B910BC571A46BD6D5AC9EF6A5 727 367 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
DA5876629F182EF09134AAC4E3BCAAEABBFF6A48545C165DD68D60D0C73F11E6 727 128 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
DBA156869C778AAF472215571E869DCAF133A801EDEAB3496C6D58741A824FA3 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
DC14F2C09366B882B557F10F1C8917DE847620A0C337B62E2C42F238316D91F2 314 2 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
052D08A7F73D90D2F406F0D713DBE5834D35D10CA53BBD76D7B7CFC67A3FD58F 5973 1592 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
0B3AA0549AE0D4EBC8CF4F5A3F4B14954B029D0B2E03344F2B592BA70A6B366C 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
10064CEB7F41D91B2221E5DC195BBDDACBB6E045B47A669DFCBC5E373DE93304 7787 6245 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
156242DE0C46100CD26AAC2B0483901939893DC76AB52C6DCC73230FD1533C76 8278 2451 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
1A91C1CBA32AFBDCC5577ECBC53837E28CFFF90F86F93F82DAB44A0EF342D19A 880 303 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
262A756CC79E5F622A70E1E36DC2296BFAD54B480735D66065F20BC23EED957D 15288 7569 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
2C52E2D16069BE6BB2303273DE678B71F8B079F6B0721B710B8B140930DAC851 4336 896 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
3581D01B4A58CDEE681F17E5A43302C1975F054EED05C73E8C9876554A9821E4 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
3B22B0AF06BAAF0CB117BFFF0F67962C006E4D5EBE4D49901C57FE81013531CA 19863 6939 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
413C3B065C718E9E993BF5A9EDC9B8BF55BF1A4D674DB020DF74DB0C6030F1F0 831 48 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
B4F430522F61C3A3843D1046B4862A993A8B01863C0EF9D7CDE8808927CED7BA 10480 2788 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
B4FFDC7FB1FF4BCF6C337A8CC51371410FB2A1D420E1322AFEF49EE25DB041AF 12767 3622 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
B51C341A10FAD921D19CC30E75062896EC297359DB9251F0CB8809AC55B09B4A 713 236 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
B522316B331991C0DBF3246ED7AC3125B28890C8FCADA30A2222AB8EFC455A0A 18271 5946 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
B524C0CEF107CF8FFA73210C0CFB8AD7E07EDA24901C196D33DF47A20C62A498 957 354 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
B530084EF1AA547A46A8E1E268BF36F3E718B538B8DBD54F95A8974215473C0B 11201 3131 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
B535CD6DF2608CEE652B24C379FEA9518E8868706FBC4B244D345BF8B104CB4C 12138 3378 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
B5360B6AF831A057FC3FDC047B6A16FC05B47E70E2D5EF4CFD8B2402E7CC41AD 18540 6191 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
B53854C33210D08A76D3177CFD6FE07A02751200CB27820568BA19C3F1C7AF2C 4371 260 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
BD33F462FBCC73C3085F9A6133EDA297B21B8884B933AF9621464DD5109FAF1E 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
BD34AFF1291141FE599C39294F9A12DEF3497B45ED648ACD6C062F1E8296515E 18542 6193 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
BD355245C66B4492DFBC0C22854471540CA7B19249F200B801DA3A7540CDDE42 21127 9448 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
BD40DDF61C5088F14FBBA3E856A6831A1E80708F806295D38BC0DFB89D41897D 1215 442 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
BD5186356608330048BBCE6C4329B86739E74212143A31C796E751A256CB5814 18542 6193 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
BD51BB364C9973545597756152645133C799F1CC1BECDEE56D9461035B86D6D1 23586 8112 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
BD5555DD6EBF2B398F58E86A5F308FD9F9D12E2B7BD01033B80897F7DD8F1F94 3159 1381 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
BD7024D63E657AC1E6D6B0F086130D4C376D98EA7849C61D11813C1FE433B403 504 115 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
BDA03C130B02156AE10693B6CB4EF126BB08EB9647F9EAA9598BC7293A6FD38F 23948 8964 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
BDAAC22FAB587027E17CC86959B257D3D1B2ED2A63F58493AA13A341E050BF4B 12144 3719 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
BDAE1CA8A812AD2054CD6DAE07316837FF3CBDEACF0AB97FC0AF1CA31A4F0A51 1013 468 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
BDB03C078D3538AC399DDD6C0D726D11D7E7EF37DA654277C6BB819CBF9201AF 10907 2849 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
BDC3939AA4DDF440298972D20593AF5EB0E662A0A58D1BFDA87F4B4CAC4AF257 731 135 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FC40DBB2D48BA7E094299F2CBCD587D516D454C23DB1E7422725F44DE69DFB05 708 125 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FC50E4DCA17FBB5A9400665B0F49730A7D210ECB21EACFCF460C7887410C9C93 17914 6136 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FC5AD2B6800F521CD44A10F0FB815C209C581B63D05505F49DA7E71058E5C8F3 575 321 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FC6E17F9710064FE52A1023C12F0EA46B8FC303059906177DA51AFFDF25F5634 15897 5052 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FC6E6F5A82B902D0819BA15037963C99601E8F60EB87DC4840B6366404148025 24478 10512 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FC6FCE09875CF6C62DE1164EAE108479CA0B432FEBB81D94829674636F8E0EA5 11975 3355 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FCC11E235AB44521BA85794A58CB0D1D4EEF03531A1E51B934D1188805BF2723 12677 3539 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FCC19C8F5A33C43A63F732A38628BD67A203FC2B45A3A43F8A8663734AF39E23 12161 3374 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FCCFB0140B3385FCC6EFBC5299B002FF29DB6725E6BB1EF4F279F2C4544273C2 18542 6193 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FCFC2085F417198EF429354F8F54A688D8EE8025F48E415BE08E44AFA979062A 697 169 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FCFF669D0599968A97389A742ED34B27AAF216F55CF9EA789640FE437AEF41D8 18805 7577 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FD043F54615D3FC2B53373FDBAA748D3EB22BE39EBEF807D08B75C0E94967961 16351 5321 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FD0A7B1CB2FD10288A9D5FE7F6DE674A8D35D9F67345A0C0BFD597260D7C7C17 3713 1605 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FD16040ED2E7A0A506AC26765A3FA74E6D2A5C0BB332320A4AA81ABA1AF64EC3 12012 3377 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FD230764D46C405F0D0490751657FEA3D13086F671C98C5990F9B86CA7B1AC6C 11905 3285 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FD23C9EBB7C1E545118CECF7D79725F61806F751B8BD922891258E1D562C3865 778 139 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
FD251E547F441709B5963BB0294D9E17984AC8FBD06274C946F1A302F7C94950 17647 6734 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
68C7F11F8CAF03BCC7C802FDC484B9F8F5F9B58B765E1DF66A1B9564F87D096A 747 132 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
68EBD32D11DE03C1FCEEC0C152E66B23C06E01739C4EE0E1BCACCCA954E27419 595 196 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
68EFBA3B09698AF646E3FF8FE946F6794CE5C37C108160020A907BA4F2FA6B26 12111 3503 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
68F62B2926BDEE09006CE1F612D2411B4AE9261721C73A2FA7E66F13A279891A 11089 3030 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
69046191FBE4B6377B838A4C821242D35885B9E0AAC879CCF4436B59A74BC111 17308 6880 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
6907F240A72E97B5E17B56BDAE77008F2125887AE652CC3F13995346934AE40A 723 128 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
690ACF5902A4CB806EFA5E3C2961C5032833F1798B43BFFDAEC7E8AFA7DB40F0 1295 740 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
69135E9AE4100C6FB37846B0D955BF53B5561A24AF049493F9EDE9458AD68F15 11924 3500 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
69187C6F7294032282727DB9B61F2728013A03639D491533EC92C7CF76E55DFF 2419 253 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C218A3BADCAE1DB7CBA20A8A7B3955D7A540A67AFC91F6B76BCB9DDAA76131EF 3817 392 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C22B6B9FCEA71EF3DFF5285059360BDDF50447DD617978F07AFA3028444623B7 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C23D12FF1F910B27DABD255E41215A161F4739DD383017010B1EA6DC1CFACB18 18570 6832 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C25DE25A65246080D567B471F95C45654C61007918D0AE45B864EF5EB6E5402D 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C265E1DA68A983C4D0A7316C76B3EB32F6F947778CD4FD392BCDB1F70B3B1F9A 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C268F883E3F2412EE4BA7CEA446242EB80C94535434FD565538C2009B3C54035 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C270D9AAF4985BBF73A3CD642A0F671C8C60F89A8916A1CB3E3D95F34B84F838 16988 5918 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C28A0DB66E8D0A04574BEA99AA3F8CAB78C63477E39068A7A16D30CC69254C3D 14000 10938 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C2ABCB13F248F9EA9536290887CFE5230B322F76E95C00ECB2B6D66492E853A1 15982 12135 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C2EA66BE3C82A5187405DD0A77D29307FA032F4167D119266768A4E8B30A1DA7 22356 7528 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
C2F8B7A70878516B7F622B972BA1A4A339AA1EBACCEBBDB0CF4C3B2FF37A1A72 11227 3157 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
4BE95344403AE437BA64435A26AAE8503CE62F01A43CAB5681D1E6DAF51E175A 15738 5668 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
4BE997BE1F2EC3AA20C49C488D23900D1AAA4EAD08797F64F3261C09B2838629 22071 8559 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
4BF9D22D21BDF6A529B6E1433C619EFC7FF3189336E562732855684B24B60430 11654 4070 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
4C09E483D328F88F459ACE3FCE6C1DC3E2C181D97B8B8A54A4E37AB0276CE52B 12700 4008 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
4C159C00B882039E39A74D6233780D4B54984AF4ECF6F123245FBF4DC49DF1E0 692 332 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
4C1B58FEA2DC927AE784FF7C2AA110896F470AB3CBA4E8E3F0B4E41483DD8D02 864 299 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
4C2309B80921D0FE11C26706F1A7DD1E0564DADF1736B7C018E14E251AFF85C0 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
4C2F8204B587EEF31DCD8D3BE1893D3D32F35E1C778D74E8D19A150621B6DD33 11270 3200 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
4C4B714D8ABACCE94BE55AE6CA794D5E478998B89B5CA7F47727363958EB4525 18542 6193 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
4C4C95DA2FB8012289B980CEE97764BD040F231A1E384D7090C96B034216D70D 816 129 231 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E2B5163726898E47A8AAD24ED74A790676C64AD8716019384541701F230678EB 12886 3729 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E2B524D43E1335C8229A3D66E8629E61774B5BE074501CC454ED4DF2F958F7B1 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E2BA75A084EBB2CC69638617EBE7D64AEC08A84A33EA25B01FA7ABD0425E66E6 18536 6187 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E2D6908744F91F1EC4EB211F1521F4F8DE2FF2063610CE8507DA998573B16F87 12631 3840 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E2D7F16C2F0966CA9ED077C794D9C564F0CD2ABD8A92A4F86EB059F3C4DAB82F 12750 3398 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E2E624D3A165206DCEB67AFECEC5643BE9D993971C13FE1DEBBE40199C5A39DF 11505 3446 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E2EDFBF9DF36326022BB115E3C58DDF758331ECB3860AF264E2856AD84463C5C 21877 7665 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E3024C4C50FD13B8E1F8E72479EDC933A26DE80E90D2DA608D4319A2DF0526F4 21797 7261 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
E309BDC3AFE6359B27C64D1DF33001C106C23BB5EFB7BA579D441C98EAE4E74A 1045 467 232 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
24A9E0813137704D4FC2AA050EA1800C6287D921D597C8F95269D3C12638D74D 10490 2786 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
24B0961C0B2B5285371A22B13BE89CC83EF231BC3879035714B3D94B45418D2B 12767 4135 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
24C0E28859DBAFDBA0F0DF487B2D9864E57B2BA12E94BCFDE38EF49328E41D07 11158 3084 233 ['org.apache.tika.parser.DefaultParser\n', 'org.apache.tika.parser.xml.DcXMLParser\n']
